location,text,hashtags,sentiment
"Victoria, Australia","Today @realdonaldtrump said he thinks we'll never need a national lockdown to combat the spread of #COVID19. As an ER doc on the front lines against this virus, I think he's totally wrong &amp; that we should impose a national ""shelter in place"" right now. This is important.  (1/10)","[{'text': 'COVID19', 'indices': [118, 126]}]",-0.20445
Las Islas Filipinas,"#COVID19: ""Testing is central because that leads to early detection""

South Korean Foreign Minister Kang Kyung-wha explains how they’ve been tackling the #CoronavirusPandemic

#Marr https://t.co/AJl63Em75M https://t.co/CbXjsASutD","[{'text': 'COVID19', 'indices': [17, 25]}]",0.0
"Queensland, Australia","Centrelink is already overwhelmed and MyGov is down!!!

..FOR FUCK SAKE #PMScum ..just give EVERYBODY WHO NEEDS IT a 'Guaranteed Basic Income' (GBI)..

..most of it will come back into the Govt coffers anyway!!

..AND DO IT NOW!!..

#auspol #coronavirus #COVID19 @LiberalAus https://t.co/iVUcgElLT4","[{'text': 'PMScum', 'indices': [85, 92]}]",-0.10855
Ontario Canada,"As of today, we have 37 cases #COVID19 in Peel, 18 are in #Mississauga. Some people still aren’t getting the message about social distancing. Stay at home where possible and practice physical distance even when outside. This is a critical time in our efforts to flatten the curve. https://t.co/ybE78QwaJx","[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'Mississauga', 'indices': [77, 89]}]",-0.06364
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
LFC - Free Palestine/Kashmir,"Lockdowns Not Strong Enough, Claims WHO #Breaking #News #Coronavirus #Lockdown 
https://t.co/hULkaHvfEH","[{'text': 'Breaking', 'indices': [53, 62]}, {'text': 'News', 'indices': [63, 68]}, {'text': 'Coronavirus', 'indices': [69, 81]}, {'text': 'Lockdown', 'indices': [82, 91]}]",-0.4023
near a coffee mug/ curd dabba,"Amidst the #Covid19 situation, Kerala Govt slyly revokes the suspension of 
Sriram Venkitaraman IAS, who's under suspension following his arrest regarding a case of running his car over journo K.M. Basheer, allegedly under the influence of alcohol; to join Health Dept.🙄","[{'text': 'Covid19', 'indices': [32, 40]}]",-0.02200000000000002
"Philadelphia, PA","Today @realdonaldtrump said he thinks we'll never need a national lockdown to combat the spread of #COVID19. As an ER doc on the front lines against this virus, I think he's totally wrong &amp; that we should impose a national ""shelter in place"" right now. This is important.  (1/10)","[{'text': 'COVID19', 'indices': [118, 126]}]",-0.20445
United States,BREAKING: FDA Approves Milestone #Coronavirus Test That Shows Results In 45 Minutes https://t.co/wuH0JGmsqZ #SundayThoughts #Sunday  #SundayMorning #SundayService 🙏🕊 #CoronaVirusUpdate #WuhanVirus #ChinaVirus #COVID19 #CoronavirusNewYork #ChinaLiedPeopleDied #Chloroquine,"[{'text': 'Coronavirus', 'indices': [50, 62]}]",0.4019
London Birmingham Jalandhar,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
"Plymouth, MN","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
Planet Earth,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly","[{'text': 'COVID19', 'indices': [161, 169]}, {'text': 'WeStandWithItaly', 'indices': [170, 187]}]",0.219475
,"BREAKING:

When it comes to our future with COVID19....we are DOOMED!

RT! 

#COVIDIOTS #coronavirus #COVID19 https://t.co/ubE3l4I4Gs","[{'text': 'COVIDIOTS', 'indices': [96, 106]}, {'text': 'coronavirus', 'indices': [107, 119]}, {'text': 'COVID19', 'indices': [120, 128]}]",-0.2457
At a @paramore show \m/ (-.-) \m/,Wow. Just...wow. This is the President happy about someone being in #COVID19 isolation. Just wow. What an absolute piece of dog shit. Wow. #FUCKTRUMP https://t.co/TVVigDpOE1,"[{'text': 'COVID19', 'indices': [68, 76]}, {'text': 'FUCKTRUMP', 'indices': [139, 149]}]",0.20718571428571428
,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]",-0.1661
Canada,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
West Hartford,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
"Ottawa, Ontario","More humanitarian and development resources are needed to prevent the spread of #COVID19.
UNHCR wants to ensure all those affected are taken care of – including refugees and asylum seekers.

Here’s what UNHCR is doing to help those in need. https://t.co/IjgumpNLcA https://t.co/cQ4UjUDVWs","[{'text': 'COVID19', 'indices': [97, 105]}]",0.26615
"Prince Edward Island, Canada","EDC, in partnership with the federal government and Canadian banks, will ensure customers facing economic challenges caused by the #coronavirus have access to credit. 

#covid19 #cdnbiz #cdnecon 

https://t.co/E0JuuoBIMd",[],0.33525
Sidi El Houari ,"Algeria has surpassed 200 confirmed cases of the #covid19 #coronavirus according to the Algerian Ministry of Healah, with now 17 deaths attributed to the virus, Blida remains the epicenter in Algeria with over 50% of the cases (110/201). Stay safe, stay home, wash your hands. 🙏 https://t.co/JbZeoxAhlA","[{'text': 'covid19', 'indices': [64, 72]}, {'text': 'coronavirus', 'indices': [73, 85]}]",0.1468
LAMBERTVILLE MI,"Has it dawned on all the people ""social distance"" running with friends that even if you're running behind them by 6 ft that you're running right through their steamy breath stream and that #COVID19 can live in air particles for hours? #runalone or with your dog or partner.",[],0.23835
"London, England","Breaking
Saudi King Salman imposes curfew from 7pm to 6am to tackle #coronavirus #COVID19 
https://t.co/7cZePrphNR https://t.co/JfxUqwudun","[{'text': 'coronavirus', 'indices': [83, 95]}, {'text': 'COVID19', 'indices': [96, 104]}]",-0.1027
,"@realDonaldTrump Here is the fact check for you DonDon, since you have been trying to cover up this #COVID19 months ago, to be fair, let’s call it #TrumpVirus

 https://t.co/zGsWxRqHYR","[{'text': 'COVID19', 'indices': [115, 123]}]",0.3182
,"Protecting our democracy isn’t ancillary to health and safety. In our country, elections are EXACTLY how we hire those who will safeguard and lead us. #COVID19 demands a full response, not piecemeal solutions. Call your Senator at 202-224-3121 for adequate funding for elections. https://t.co/xYVpCDwJKM",[],0.17939999999999995
Ohlone territories,This brings home to many of us just how vital the #deepsea #environment is to humanity - and why it must be protected from #deepseamining. #COVID19 #mining #oceans https://t.co/VOx9a8Qruo,"[{'text': 'deepsea', 'indices': [50, 58]}, {'text': 'environment', 'indices': [59, 71]}, {'text': 'deepseamining', 'indices': [123, 137]}, {'text': 'COVID19', 'indices': [139, 147]}, {'text': 'mining', 'indices': [148, 155]}, {'text': 'oceans', 'indices': [156, 163]}]",0.31245
"Culver City, CA",Culver City resident dies with corona virus 🦠Area of the city or possible area of contact of the virus not released. Treat all surfaces as contaminated. #CulverCity #CoronavirusPandemic #COVID19 #COVIDー19 #californiashutdown #COVID #SocialDistancing #StayAtHome https://t.co/V4Twnx84XZ,"[{'text': 'CulverCity', 'indices': [153, 164]}, {'text': 'CoronavirusPandemic', 'indices': [165, 185]}, {'text': 'COVID19', 'indices': [186, 194]}, {'text': 'COVIDー19', 'indices': [195, 204]}, {'text': 'californiashutdown', 'indices': [205, 224]}, {'text': 'COVID', 'indices': [225, 231]}, {'text': 'SocialDistancing', 'indices': [232, 249]}, {'text': 'StayAtHome', 'indices': [250, 261]}]",0.13396666666666665
"Portage, IN","Just in: Starting tomorrow, Lilly will offer free #COVID19 drive-through testing for Indianapolis-area health care workers at our headquarters. Learn more: https://t.co/G93REVLlXw  #WeAreLilly #Coronavirus https://t.co/N5RNXVkQFx","[{'text': 'COVID19', 'indices': [64, 72]}]",0.37895
"Malibu, CA",Trump has chosen to use divisive and racist rhetoric on #COVID19 to distract from his failures as commander-in-chief. This endangers communities in our country. #StopRepeatingHistory https://t.co/c1CbVwUjBN,"[{'text': 'COVID19', 'indices': [77, 85]}]",-0.2827
"Fisicamente aqui, el resto no.","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
,"@LeaderHoyer @GOPLeader @SteveScalise we need your support! Please ensure that the House version of the #COVID19 relief package clarifies that the $75B provided for eligible ""care"" includes home- and community-based #disability supports!","[{'text': 'COVID19', 'indices': [104, 112]}, {'text': 'disability', 'indices': [216, 227]}]",0.6753
"Fremont, CA","My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
Canada,"Day 6.  In an effort to bring some joy my wife insisted I plug the Christmas lights back in and she's been playing her Christmas playlist all day.
#soundtrackofmyquarantine #andywilliams #christmasinquarantine #covid19 #coronavirus #CoronaVirusCanada
https://t.co/cG1dhkNc7r","[{'text': 'soundtrackofmyquarantine', 'indices': [147, 172]}, {'text': 'andywilliams', 'indices': [173, 186]}, {'text': 'christmasinquarantine', 'indices': [187, 209]}, {'text': 'covid19', 'indices': [210, 218]}, {'text': 'coronavirus', 'indices': [219, 231]}, {'text': 'CoronaVirusCanada', 'indices': [232, 250]}]",0.22693333333333332
"Beawar, Rajasthan","Gave instructions to officials to ensure there is an identified arrangement of 1 lakh isolation beds in an emergency. Our utmost priority is to save lives of people. It should be ensured that there is no negligence at this time of crisis.
#राजस्थान_सतर्क_है #COVID19",[],-0.16275
"Charleston, SC","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
,"Centralized, publicly-owned lab. services have been a strong asset for AB during the #covid19 crisis. 

Those are the same services the gov.'s Review of AHS proposed to privatize. I hope the @UCPCaucus abandons that proposal. 

#ableg #abpoli #abhealth https://t.co/R4VlFWPK6b","[{'text': 'covid19', 'indices': [100, 108]}]",0.05516666666666667
West Virginia,Your response and advocacy is needed now #COVID19 response https://t.co/pJ0h1aNo4q,"[{'text': 'COVID19', 'indices': [41, 49]}]",0.0
🇺🇸StayTogether🇺🇸,Our @StateDept team is working around the clock to identify transportation options for U.S. citizens stranded by the #COVID19 crisis and seeking to return home. Register at https://t.co/t49IZiiE77 and follow the nearest U.S. embassy website for the latest local alerts.,[],-0.31245
planète Nomi,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
China ,"With this song in violin, I wish you a happy #PakistanDay! This song is out of the world! I wish Pakistan could defeat #COVID19 ASAP! #StandWithPakistan! Chin-Pakistan dosti zindabad! https://t.co/6s3LqshbiZ","[{'text': 'PakistanDay', 'indices': [57, 69]}, {'text': 'COVID19', 'indices': [131, 139]}]",0.10335
,"That moment when a ""president"" seems to be happy to see Senator Mitt Romney contract #COVID19.

He cannot control his own horrible, base instincts, even under the glare of national media attention during a global crisis.

There is no bottom. https://t.co/BHbbZVjEyg","[{'text': 'COVID19', 'indices': [101, 109]}]",-0.13665
"Pennsylvania, USA","I know to the average person this looks like overkill but I need some sort of a routine this week to keep me from lying around all day and not accomplishing stuff. 

#SocialDistancing #COVID19 https://t.co/db5pOYTv1D",[],-0.29635
"New Jersey, USA","As of 1:30 PM, #COVID19 statewide stats:
• Positive Tests: 1,914
• Deaths: 20

For updates: https://t.co/JW1q8awGh7","[{'text': 'COVID19', 'indices': [30, 38]}]",0.5574
Earth,"""I think we're going to be tried, as the nation was tried during WWII.""

Former Chief Rabbi Lord Sacks tells @maitlis the country will get through #Covid19 ""feeling a much stronger sense of identification with others""

WATCH: https://t.co/ysBinK1iVH

#Newsnight | @rabbisacks https://t.co/jSgsSqucnB",[],0.23835
San Francisco Bay Area,"My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. ""I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers."" #Covid19 #coronavirus https://t.co/NbYuWePIVt",[],-0.06308333333333334
"Asaba, Nigeria","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
England Leeds,"LONDON: I cannot emphasise this strongly enough. Unless you follow these instructions, people will die. 

➡️ Do not leave home unless you have no other option

➡️ Do not go to work or use public transport, unless you do a critical job

#COVID19 #StayAtHome https://t.co/l2NAFkimRj",[],-0.26130000000000003
isolation,I feel sorry for @CNN. They are attacking @realDonaldTrump more than talking about #COVID19 . The real danger is the virus not the president. A little focus would help.,"[{'text': 'COVID19', 'indices': [95, 103]}]",-0.17875
"Ontario, Canada",WATCH: #COVID19– Spanish Police have a different way of going about lockdowns. #EspecialCoronavirus #espana #covid19  https://t.co/nkFuAGDvIR,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'EspecialCoronavirus', 'indices': [99, 119]}, {'text': 'espana', 'indices': [120, 127]}, {'text': 'covid19', 'indices': [128, 136]}]",0.0
London,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[],-0.22396666666666665
,BREAKING: Our collective action is working. Senate Democrats just voted down #MoscowMitchVirus &amp; the proposed Republican handout to corporations rather than working class Americans who need the most assistance in this time of crisis. Time to double down #FamiliesFirst #COVID19 https://t.co/uV3hn1OkVm,"[{'text': 'MoscowMitchVirus', 'indices': [94, 111]}]",-0.2083
Walking Between the Stars,We have the money. We've always had it. The money is there in our bloated defense budget &amp; in unnecessary tax cuts for the wealthy. What we have not had is the moral will to do it. Read our #PoorPeoplesCampaign Moral Agenda for #COVID19 relief &amp; sign on: https://t.co/HPI6bPxE1z https://t.co/wDF3x2C2W0,[],0.1358
"San Antonio, TX","It is with deep sympathy that we confirm Bexar County's first #COVID19 related death. The woman, a patient in her 80s, was being treated at Brooke Army Medical Center &amp; had a history of underlying health issues. The patient passed on 3/21/2020: https://t.co/9KFR57lJKj https://t.co/xWZFxxbIM0","[{'text': 'COVID19', 'indices': [75, 83]}]",-0.11333333333333334
"Washington, DC","The Circle Line, 9pm on a Friday night. London is listening #COVID19 https://t.co/7UHIUDwEOW","[{'text': 'COVID19', 'indices': [77, 85]}]",0.0
"Philadelphia, PA","Many thanks to the crews working around the clock to finish part of the new hospital, 15 months ahead of schedule, to make more beds available to care for patients with #COVID19. https://t.co/gaTsg298zR",[],0.36345
United States,"""Rand Paul"" earned the distinction of being the 1st 
 Republican Senator to test positive for #COVID19 
&amp; the only Sen. who voted NO on an 8.3 Billion Dollar 
Corona bill that funded Virus testing &amp; sick leave for citizens.

#CoronaKarma #coronavirus #COVIDIOTS #COVID19US https://t.co/QalsDjWgcX","[{'text': 'COVID19', 'indices': [110, 118]}]",-0.2139
"Birtley, England","For the whole period of isolation, @audibleuk are offering FREE audiobooks in a variety of languages too. Please go check them out! What a great idea to help our children learn and use their imagination! #learningtogether #COVID19 #StayAtHomeChallenge #ParentingInAPandemic https://t.co/wMMkQ9cyMN","[{'text': 'learningtogether', 'indices': [204, 221]}, {'text': 'COVID19', 'indices': [222, 230]}, {'text': 'StayAtHomeChallenge', 'indices': [231, 251]}, {'text': 'ParentingInAPandemic', 'indices': [252, 273]}]",0.375375
,"#EUCouncil controls your money,
opens your borders and
proves useless for #COVID19 

Think #Nationalism #Europe

""No One Was Ready"" – Europe's Desperate Doctors Use Trash Bags As Hazmat Suits

#fboLoud
#EU #Greece
#Italy #Spain #France
fboLoud⦁com🇺🇸
https://t.co/khMRrNQyjz","[{'text': 'EUCouncil', 'indices': [13, 23]}, {'text': 'COVID19', 'indices': [87, 95]}, {'text': 'Nationalism', 'indices': [104, 116]}, {'text': 'Europe', 'indices': [117, 124]}]",-0.5859
,"#COVID19 UPDATE #Europe
WHO-report, 21 Mar, 23:59

🇪🇺 Europe only
Total confirmed cases: 150188
New cases: +22557↘️
Total deaths: 7425
New deaths: +1426 ↗️

The number of new cases is today lower than yesterday, but this is mainly due to the numbers reported by Germany. See: 📊👇 https://t.co/ba5RECVvsI","[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Europe', 'indices': [16, 23]}]",-0.0577
Manchester,Londoners DEFY social distancing measures as thousands mob Richmond Park. It looked more like a Bank Holiday Monday. @theroyalparks @LBRUT @Gareth_Roberts_ #RichmondPark #coronavirus #CoronaCrisisuk #CoronaCrisis #mothersday #lockdownUKnow #lockdown #COVIDIOT #COVIDー19 https://t.co/dMLxvdwjdZ,[],0.23206666666666667
"Scottsdale, AZ",Dudes are really trying to “hangout” during #Quarantine - It didn’t happen before when there was no risk of getting #coronavirus what makes you think it’s going to happen now?,"[{'text': 'Quarantine', 'indices': [44, 55]}, {'text': 'coronavirus', 'indices': [116, 128]}]",-0.5106
,"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.

I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",[],-0.22396666666666665
"Port Coquitlam, B.C., Canada","Why White Spot is waiving franchisees' royalties, and some lease payments as restaurants adjust to being take-out and delivery only
#COVID19 #COVID19Vancouver #COVID19BC
My story:
https://t.co/TYCcqWNStx",[],0.0
United States,Florida still not taking #COVID19 quarantine seriously. Beach goers flocking to Ponte Vedra Beach today. #Floridalockdown https://t.co/klMmYoIAJk,"[{'text': 'COVID19', 'indices': [43, 51]}, {'text': 'Floridalockdown', 'indices': [123, 139]}]",-0.0593
NYC. jina.n.huh@gmail.com,How are other #caregivers for #theelderly doing? What are the issues you are facing right now? Happy to share advice. Much love to you all! 💙 #coronavirus #COVID19,"[{'text': 'caregivers', 'indices': [14, 25]}, {'text': 'theelderly', 'indices': [30, 41]}, {'text': 'coronavirus', 'indices': [142, 154]}, {'text': 'COVID19', 'indices': [155, 163]}]",0.27584
,"Due to the international Corona outbreak, the International Documentary Film Festival Amsterdam released over 300 documentaries on their site for free. So stay inside and learn!

https://t.co/NXZajW87aW

#Covid19 #Covid_19 #coronavirus #coronanederland #Coronavid19 #FreeMovies https://t.co/bawaHsY1qM",[],0.2526333333333333
,These are the embattled faces of the medics on the #COVID19 frontline in #Italy Heroes one and all 🇮🇹 https://t.co/5MQUasNOjm,"[{'text': 'COVID19', 'indices': [71, 79]}, {'text': 'Italy', 'indices': [93, 99]}]",0.5106
NSW,"1391 kids tested. 12% positive for #COVID19. Average age 6.7. 48.5% had no fever. 15% no symptoms.

Kids can be carriers of the diseases, many without fever and some without cough or other symptoms. 

https://t.co/bbsskfuPoA","[{'text': 'COVID19', 'indices': [51, 59]}]",-0.004942857142857138
"lagos, Nigeria","Currently, there are five molecular laboratories in NCDC’s laboratory network with the capacity to test for #COVID19 in Nigeria.

Our lab teams are working around the clock to ensure rapid testing of samples from suspected #COVID19Nigeria cases across the country. https://t.co/besACz9WTb","[{'text': 'COVID19', 'indices': [121, 129]}]",0.0593
,Got fired for telling customers @sainsburys how it is! Hope the manager told Karen at the end to piss off! #COVIDIOT #coronavirus #CoronavirusPandemic #COVID19 #UKLockdownNow https://t.co/G6fvOsfHw7,"[{'text': 'COVIDIOT', 'indices': [125, 134]}]",-0.15743333333333334
,"@SilvanoKinkela @Timcast Agreed...

#ChinaVirus is open, honest and direct

And #CCPVirus drills home how Xi's gang of communists are the antithesis of being open, honest OR direct.

The #coronavirus pandemic...
This one's on you #CommiePooh!

#WuhanCoronavirus #COVID19 #CoronaVirusUpdate #CommunismKills https://t.co/TsmzY6DptW","[{'text': 'ChinaVirus', 'indices': [51, 62]}, {'text': 'CCPVirus', 'indices': [95, 104]}]",0.19125
"Los Angeles, CA","""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
,👀 @JoeBiden just adopted two of @SenWarren's marquee proposals - canceling student debt + expanding social security - as part of his #COVID19 response plan. At this rate its going to be harder and harder to keep her off the ticket - #WarrenBiden2020 https://t.co/yQuDibHqPm,[],-0.0129
A strange land,We are in the center of a crisis and Idaho families and small businesses need relief NOW. Deeply disappointed my Democrat colleagues chose politics over the urgent needs of the American people. #COVID19,[],-0.21013333333333337
Everywhere 📍,"""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updated compilation of Italian Mayors losing it at people violating #Covid19 quarantine. Yes, subtitles are accurate. https://t.co/60V4Csuonb",[],-0.09188333333333336
,"""It is shameful to see increasing acts of racial discrimination and prejudice as we fight the #COVID19 pandemic - a crisis that affects us all.""
- @antonioguterres on Saturday's #FightRacism Day https://t.co/3gCowFvJwN https://t.co/qlka27AKhM","[{'text': 'COVID19', 'indices': [102, 110]}]",-0.46085
Physically: LA Mentally: NY,"I just voted no on the partisan #COVID19  bill. Here's why: while nurses are being forced to make their own masks and gowns, McConnell and Trump are busy creating a taxpayer-funded slush fund for their buddies. I will stay here as long it takes to get this done the right way.","[{'text': 'COVID19', 'indices': [46, 54]}]",-0.1661
"Karachi, Pakistan","#Coronavirus #Lockdown Begins across #Sindh.

Flagship march was made by #PAKarmy, #SindhRangers, #Police.

#StayHome #COVID19 #SindhLockDown #CMSindh #LockDownPakisan #COVID19outbreak #StayHome https://t.co/w5v3RDfIVD","[{'text': 'Coronavirus', 'indices': [15, 27]}, {'text': 'Lockdown', 'indices': [28, 37]}, {'text': 'Sindh', 'indices': [52, 58]}, {'text': 'PAKarmy', 'indices': [88, 96]}, {'text': 'SindhRangers', 'indices': [98, 111]}, {'text': 'Police', 'indices': [113, 120]}, {'text': 'StayHome', 'indices': [123, 132]}]",0.03423333333333333
QC phil,"Posting again so people realize how hard it is to test. There is a new test, the Gene Xpert SARS-CoV-2 on the way. Results in 45 minutes. We already use the machines for our TB program. We just need the new cartridges. This will be a game changer. #COVID19 https://t.co/xSbiUbr4ye",[],-0.014671428571428571
"Rochester, NY","We need the help of qualified medical, public health, and nursing admin students to supplement our health care capacity temporarily to treat seriously ill #COVID19 patients.  Please complete this survey: https://t.co/32XVKiL8LE https://t.co/zyRCx1uYrL",[],0.47155
United States,Can we stop the self-praise and propaganda. Let the grown-ups speak. Where is Fauci? #COVID19 https://t.co/IyYtvbXyI3,"[{'text': 'COVID19', 'indices': [99, 107]}]",-0.123475
"North Carolina, USA","Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
Earth,"Florida Lawmakers will be hopping on a call w/@GovRonDeSantis staff TONIGHT at 6:30pm. Please retweet if you want FL to enact a shelter in place requirement to prevent the spread #COVID19! 

#DeSantis #FloridaLockDown #Coronavirus",[],0.15246666666666667
"Panama, Panama","Let's hear it for the farm workers, the essential workers who are still out in the fields laboring hard to keep food on our tables and supermarket shelves. Let's let them know how much we appreciate the hard work they do to keep us fed during the #COVID19 pandemic. #WeFeedYou https://t.co/QQHyBSGujW",[],0.07183333333333332
Ghana,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",[],0.219475
"San Antonio Texas, USA",.@GregAbbott_TX is deploying the @NationalGuard to local hospitals and drive thru testing places to help combat #COVID19. @News4SA @KABBFOX29 https://t.co/MbXTkt4Qdx,"[{'text': 'COVID19', 'indices': [130, 138]}]",0.025733333333333334
,"Boris Johnson, when this #COVID19 pandemic has passed, and we all go back to normality, can you please ensure all key workers, especially NHS staff, get a state-backed bonus &amp; pay rise from us U.K. tax payers to say thank-you. They truly deserve it.","[{'text': 'COVID19', 'indices': [25, 33]}]",0.6154999999999999
"Philadelphia, PA",This is an amazingly useful advance! #COVID19 https://t.co/9yv7vwyf9g,"[{'text': 'COVID19', 'indices': [57, 65]}]",0.27
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay # or Zelle 🏦 drop all tags in comments) 🥳❤️ 
#CashAppWisdom https://t.co/WbjRzagtFx","[{'text': 'COVID19', 'indices': [22, 30]}, {'text': 'Coronavirus', 'indices': [35, 47]}]",-0.4215
,All these people gon get #coronavirus. #wrestlemania #COVID19 #COVIDIOT shame on @WWE all them people are now at risk for #CoronavirusPandemic,"[{'text': 'coronavirus', 'indices': [25, 37]}, {'text': 'wrestlemania', 'indices': [39, 52]}, {'text': 'COVID19', 'indices': [53, 61]}, {'text': 'COVIDIOT', 'indices': [62, 71]}, {'text': 'CoronavirusPandemic', 'indices': [122, 142]}]",-0.31845
,"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",[],0.10212000000000002
"Queens, NY",Apparently DOCTOR Rand Paul didn’t quite get the (obvious) message that everyone must self-quarantine while awaiting results of a #COVID19 test. Completely defeats the point of testing if that’s not done. https://t.co/KdCz8MU3b8,[],-0.1268
"New York, NY","@WasAbiDoc Haha, I even washed the packaged fish before it went in the freezer , but these temps 4-11 Celsius( your fridge) are perfect for viral survival. #COVID19 can survive up to 4 days on plastic.","[{'text': 'COVID19', 'indices': [156, 164]}]",0.39675
Scotland,"Where is our PPE @borisjohnson? 

How can you *possibly* justify exposing brave NHS staff to increased infection risk? 

Two consultants already lie intubated in ITU. 

We are NOT your cannon fodder.

#COVID19 https://t.co/9pPuYMZSPt",[],0.06364
"Santa Monica, CA",@lapublichealth @santamonicacity @GavinNewsom @Instacart @RalphsGrocery: There would be less unnecessary exposures to #COVID19 if people who are ill or caring for the ill don't have to choose between going to the store or waiting a week+ to get food. #SaferAtHome #flattenthecurve,"[{'text': 'COVID19', 'indices': [118, 126]}, {'text': 'SaferAtHome', 'indices': [251, 263]}, {'text': 'flattenthecurve', 'indices': [264, 280]}]",-0.17
Montreal,"Starting at midnight tonight and until May 1, the province of Quebec has ordered the closure of all restaurants except takeout), shopping malls (except grocery/food stores, pharmacies, and the SAQ) and hair and beauty salons. #McGill #Covid19","[{'text': 'McGill', 'indices': [226, 233]}, {'text': 'Covid19', 'indices': [234, 242]}]",0.29295
"Michigan, USA","I can't believe what I just saw. The President essentially wished Senator Romney ill health on national TV. He said it wasn't sarcasm, but no one with eyes and ears would believe it. I don't care who you are, we are all in this together. We must pray all  #COVID19. Inexcusable.",[],-0.015966666666666667
